ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET012798,CUST003560,KYC Verification Delay,2024-07-31,10
TICKET012799,CUST084229,Delayed Refund,2024-06-07,4
TICKET012800,CUST024613,Delayed Refund,2025-03-22,5
TICKET012801,CUST031243,ATM Withdrawal Failed,2024-07-01,3
TICKET012802,CUST007372,Delayed Refund,2024-07-31,4
TICKET012803,CUST069004,Account Locked,2024-07-21,2
TICKET012804,CUST097235,Delayed Refund,2024-07-23,3
TICKET012805,CUST024247,Delayed Refund,2024-10-05,9
TICKET012806,CUST064672,Account Locked,2024-09-15,4
TICKET012807,CUST089557,Delayed Refund,2024-05-09,8
TICKET012808,CUST091646,Delayed Refund,2025-02-03,8
TICKET012809,CUST031430,Delayed Refund,2024-06-25,6
TICKET012810,CUST004593,KYC Verification Delay,2024-11-20,4
TICKET012811,CUST054941,KYC Verification Delay,2025-01-10,0
TICKET012812,CUST099398,Incorrect Charges,2024-07-03,2
TICKET012813,CUST009201,Loan Application Rejected,2025-04-19,9
TICKET012814,CUST074836,ATM Withdrawal Failed,2025-03-06,10
TICKET012815,CUST053181,Unauthorized Transaction,2024-09-27,8
TICKET012816,CUST068878,Delayed Refund,2024-08-23,5
TICKET012817,CUST099229,Unauthorized Transaction,2025-03-14,0
TICKET012818,CUST027896,Incorrect Charges,2024-09-30,0
TICKET012819,CUST045173,Poor Customer Service,2024-10-14,10
TICKET012820,CUST022537,Delayed Refund,2025-02-11,9
TICKET012821,CUST089560,Delayed Refund,2024-06-23,2
TICKET012822,CUST021535,Card Not Working,2024-04-23,9
TICKET012823,CUST082914,Account Locked,2025-01-11,10
TICKET012824,CUST069632,Mobile App Issues,2024-05-02,4
TICKET012825,CUST000436,Mobile App Issues,2025-03-15,8
TICKET012826,CUST065854,ATM Withdrawal Failed,2024-08-22,6
TICKET012827,CUST003627,Loan Application Rejected,2024-11-05,9
TICKET012828,CUST065108,ATM Withdrawal Failed,2024-09-02,9
TICKET012829,CUST092536,Card Not Working,2024-12-25,4
TICKET012830,CUST080352,Account Locked,2024-05-14,5
TICKET012831,CUST068779,KYC Verification Delay,2024-10-19,8
TICKET012832,CUST011489,Account Locked,2024-07-09,5
TICKET012833,CUST024280,Unauthorized Transaction,2024-12-28,7
TICKET012834,CUST021973,Poor Customer Service,2024-11-03,10
TICKET012835,CUST041551,Delayed Refund,2024-04-30,1
TICKET012836,CUST091358,ATM Withdrawal Failed,2025-02-26,10
TICKET012837,CUST036690,Incorrect Charges,2024-11-19,10
TICKET012838,CUST014906,Account Locked,2024-12-18,3
TICKET012839,CUST064681,Unauthorized Transaction,2025-03-12,3
TICKET012840,CUST071244,ATM Withdrawal Failed,2025-03-01,8
TICKET012841,CUST020905,Loan Application Rejected,2025-03-01,9
TICKET012842,CUST097161,ATM Withdrawal Failed,2024-07-16,10
TICKET012843,CUST050845,Incorrect Charges,2025-02-09,7
TICKET012844,CUST029765,Loan Application Rejected,2024-11-01,1
TICKET012845,CUST072553,Mobile App Issues,2024-12-03,7
TICKET012846,CUST057464,Unauthorized Transaction,2024-07-25,3
TICKET012847,CUST062653,Mobile App Issues,2025-04-06,5
TICKET012848,CUST038759,Incorrect Charges,2024-12-21,7
TICKET012849,CUST045445,KYC Verification Delay,2025-03-20,3
TICKET012850,CUST080587,KYC Verification Delay,2024-06-08,4
TICKET012851,CUST098960,KYC Verification Delay,2024-10-10,0
TICKET012852,CUST069878,ATM Withdrawal Failed,2024-06-11,8
TICKET012853,CUST059383,Card Not Working,2025-03-24,9
TICKET012854,CUST088268,Delayed Refund,2025-04-06,6
TICKET012855,CUST095462,KYC Verification Delay,2025-01-16,2
TICKET012856,CUST006168,Unauthorized Transaction,2024-07-09,2
TICKET012857,CUST075009,Incorrect Charges,2024-07-17,0
TICKET012858,CUST068440,Unauthorized Transaction,2025-01-15,3
TICKET012859,CUST056654,Delayed Refund,2025-03-18,1
TICKET012860,CUST075705,Mobile App Issues,2024-09-01,9
TICKET012861,CUST076178,Delayed Refund,2025-01-05,9
TICKET012862,CUST094458,ATM Withdrawal Failed,2025-02-11,3
TICKET012863,CUST025503,Loan Application Rejected,2025-01-26,5
TICKET012864,CUST039574,Incorrect Charges,2024-07-08,6
TICKET012865,CUST062707,Account Locked,2025-01-20,10
TICKET012866,CUST061439,Mobile App Issues,2025-01-22,1
TICKET012867,CUST077977,Incorrect Charges,2024-09-24,5
TICKET012868,CUST025266,Poor Customer Service,2025-04-08,9
TICKET012869,CUST047597,Card Not Working,2025-04-06,6
TICKET012870,CUST014490,Unauthorized Transaction,2025-02-03,7
TICKET012871,CUST065112,Delayed Refund,2025-03-24,4
TICKET012872,CUST089493,Account Locked,2024-09-13,7
TICKET012873,CUST053564,Unauthorized Transaction,2024-11-20,10
TICKET012874,CUST024642,ATM Withdrawal Failed,2025-01-05,5
TICKET012875,CUST059408,Account Locked,2024-09-23,5
TICKET012876,CUST037647,KYC Verification Delay,2025-01-20,5
TICKET012877,CUST006436,Poor Customer Service,2024-09-22,9
TICKET012878,CUST006080,Card Not Working,2024-11-17,9
TICKET012879,CUST057731,Card Not Working,2025-03-07,2
TICKET012880,CUST037983,Unauthorized Transaction,2024-07-13,10
TICKET012881,CUST074809,KYC Verification Delay,2025-02-20,10
TICKET012882,CUST099644,Incorrect Charges,2024-10-30,3
TICKET012883,CUST070158,Incorrect Charges,2024-08-02,2
TICKET012884,CUST029761,ATM Withdrawal Failed,2024-06-02,6
TICKET012885,CUST080944,Mobile App Issues,2025-01-28,1
TICKET012886,CUST098248,Incorrect Charges,2024-08-30,10
TICKET012887,CUST066336,Loan Application Rejected,2025-02-10,6
TICKET012888,CUST010294,Delayed Refund,2025-04-05,4
TICKET012889,CUST089426,Account Locked,2024-04-26,1
TICKET012890,CUST088296,Account Locked,2025-01-10,10
TICKET012891,CUST028631,Delayed Refund,2024-09-24,10
TICKET012892,CUST087814,Delayed Refund,2024-06-08,10
TICKET012893,CUST096519,Unauthorized Transaction,2025-01-18,9
TICKET012894,CUST026408,Unauthorized Transaction,2024-07-06,0
TICKET012895,CUST071117,Loan Application Rejected,2025-04-13,2
TICKET012896,CUST054246,Incorrect Charges,2024-12-07,6
TICKET012897,CUST072425,Account Locked,2025-03-19,10
TICKET012898,CUST046020,Loan Application Rejected,2024-05-04,5
TICKET012899,CUST072809,Poor Customer Service,2024-05-29,3
TICKET012900,CUST056595,ATM Withdrawal Failed,2024-08-15,0
TICKET012901,CUST093991,Account Locked,2024-09-19,6
TICKET012902,CUST073153,Account Locked,2024-11-13,7
TICKET012903,CUST068158,Poor Customer Service,2025-01-03,6
TICKET012904,CUST047147,Account Locked,2024-10-15,6
TICKET012905,CUST001861,Loan Application Rejected,2024-06-05,0
TICKET012906,CUST052595,Unauthorized Transaction,2024-12-30,6
TICKET012907,CUST066415,ATM Withdrawal Failed,2024-12-22,5
TICKET012908,CUST028136,Delayed Refund,2024-08-13,10
TICKET012909,CUST083784,Incorrect Charges,2025-02-15,5
TICKET012910,CUST085899,Delayed Refund,2024-08-19,8
TICKET012911,CUST088347,Unauthorized Transaction,2024-09-16,5
TICKET012912,CUST028064,Delayed Refund,2024-04-28,9
TICKET012913,CUST047335,Loan Application Rejected,2024-09-06,2
TICKET012914,CUST060644,Loan Application Rejected,2024-11-09,10
TICKET012915,CUST014238,Mobile App Issues,2024-11-30,6
TICKET012916,CUST018870,Poor Customer Service,2024-10-06,5
TICKET012917,CUST039958,Delayed Refund,2024-05-20,5
TICKET012918,CUST052828,Account Locked,2024-05-22,7
TICKET012919,CUST035566,KYC Verification Delay,2025-03-03,8
TICKET012920,CUST000423,Delayed Refund,2024-06-04,5
TICKET012921,CUST033008,Mobile App Issues,2024-10-11,5
TICKET012922,CUST095959,ATM Withdrawal Failed,2024-05-19,2
TICKET012923,CUST008142,Incorrect Charges,2025-04-06,3
TICKET012924,CUST030024,Card Not Working,2025-04-08,2
TICKET012925,CUST008158,Loan Application Rejected,2025-02-07,5
TICKET012926,CUST089509,Account Locked,2025-02-25,1
TICKET012927,CUST099173,Poor Customer Service,2024-10-14,1
TICKET012928,CUST006082,Unauthorized Transaction,2024-10-16,9
TICKET012929,CUST077108,Poor Customer Service,2024-07-02,1
TICKET012930,CUST074297,Loan Application Rejected,2025-04-19,8
TICKET012931,CUST048527,ATM Withdrawal Failed,2025-01-05,3
TICKET012932,CUST087786,Mobile App Issues,2024-10-16,10
TICKET012933,CUST094390,Poor Customer Service,2024-08-26,4
TICKET012934,CUST054405,Poor Customer Service,2024-06-08,3
TICKET012935,CUST026272,ATM Withdrawal Failed,2024-05-21,8
TICKET012936,CUST010694,Loan Application Rejected,2025-01-23,4
TICKET012937,CUST046348,Incorrect Charges,2024-09-22,2
TICKET012938,CUST011599,ATM Withdrawal Failed,2025-04-05,1
TICKET012939,CUST089269,Poor Customer Service,2025-04-12,2
TICKET012940,CUST023133,KYC Verification Delay,2025-02-11,5
TICKET012941,CUST071232,ATM Withdrawal Failed,2024-12-21,7
TICKET012942,CUST017732,Mobile App Issues,2024-06-02,6
TICKET012943,CUST038436,Mobile App Issues,2024-10-21,7
TICKET012944,CUST048850,ATM Withdrawal Failed,2024-08-28,7
TICKET012945,CUST088877,Unauthorized Transaction,2024-10-22,8
TICKET012946,CUST053999,ATM Withdrawal Failed,2024-12-31,4
TICKET012947,CUST098152,Loan Application Rejected,2025-04-14,10
TICKET012948,CUST054051,Incorrect Charges,2024-05-28,9
TICKET012949,CUST074001,Incorrect Charges,2024-12-26,10
TICKET012950,CUST062076,Poor Customer Service,2024-09-21,8
TICKET012951,CUST061443,ATM Withdrawal Failed,2024-12-21,5
TICKET012952,CUST044248,Mobile App Issues,2025-01-11,7
TICKET012953,CUST052688,Incorrect Charges,2024-11-22,10
TICKET012954,CUST019244,Incorrect Charges,2025-01-06,5
TICKET012955,CUST092654,Loan Application Rejected,2024-12-22,6
TICKET012956,CUST086432,Unauthorized Transaction,2024-12-12,2
TICKET012957,CUST088339,Mobile App Issues,2024-11-11,1
TICKET012958,CUST009395,Delayed Refund,2024-06-05,7
TICKET012959,CUST040469,ATM Withdrawal Failed,2024-10-25,0
TICKET012960,CUST073188,Unauthorized Transaction,2025-03-23,0
TICKET012961,CUST010502,KYC Verification Delay,2024-07-27,2
TICKET012962,CUST071328,Delayed Refund,2024-10-28,1
TICKET012963,CUST096457,Card Not Working,2025-04-22,0
TICKET012964,CUST069401,Card Not Working,2025-04-07,2
TICKET012965,CUST018414,KYC Verification Delay,2024-05-07,2
TICKET012966,CUST073908,Loan Application Rejected,2024-09-05,7
TICKET012967,CUST007789,Account Locked,2024-07-18,1
TICKET012968,CUST012577,Loan Application Rejected,2024-08-10,1
TICKET012969,CUST075660,Card Not Working,2024-09-04,3
TICKET012970,CUST019643,Mobile App Issues,2024-09-22,9
TICKET012971,CUST073561,Account Locked,2024-09-25,0
TICKET012972,CUST027172,Poor Customer Service,2024-08-29,10
TICKET012973,CUST049911,Loan Application Rejected,2025-02-06,2
TICKET012974,CUST076895,Incorrect Charges,2024-12-04,1
TICKET012975,CUST051410,Poor Customer Service,2025-02-24,3
TICKET012976,CUST052860,Unauthorized Transaction,2024-12-15,0
TICKET012977,CUST011032,Poor Customer Service,2024-10-17,6
TICKET012978,CUST004477,Delayed Refund,2025-02-03,1
TICKET012979,CUST035501,Card Not Working,2024-12-10,2
TICKET012980,CUST027230,Unauthorized Transaction,2025-02-17,7
TICKET012981,CUST085719,Mobile App Issues,2024-04-30,1
TICKET012982,CUST036338,Unauthorized Transaction,2024-09-20,4
TICKET012983,CUST057046,Unauthorized Transaction,2024-05-10,8
TICKET012984,CUST012698,Delayed Refund,2025-02-14,0
TICKET012985,CUST094844,ATM Withdrawal Failed,2025-01-31,8
TICKET012986,CUST070454,Loan Application Rejected,2025-04-07,1
TICKET012987,CUST071238,KYC Verification Delay,2024-07-03,3
TICKET012988,CUST016398,Unauthorized Transaction,2024-08-17,1
TICKET012989,CUST005082,Loan Application Rejected,2024-08-15,5
TICKET012990,CUST038818,Delayed Refund,2024-11-04,9
TICKET012991,CUST056856,Card Not Working,2024-05-29,3
TICKET012992,CUST031088,Poor Customer Service,2024-04-26,4
TICKET012993,CUST091797,ATM Withdrawal Failed,2024-08-13,7
TICKET012994,CUST015641,ATM Withdrawal Failed,2025-03-11,2
TICKET012995,CUST099849,Account Locked,2024-12-27,0
TICKET012996,CUST048977,ATM Withdrawal Failed,2025-02-23,7
TICKET012997,CUST020137,KYC Verification Delay,2024-09-22,10
TICKET012998,CUST062341,Unauthorized Transaction,2024-05-12,4
TICKET012999,CUST059365,Unauthorized Transaction,2025-04-02,0
TICKET013000,CUST000024,Incorrect Charges,2024-12-07,7
TICKET013001,CUST096991,Account Locked,2024-05-05,9
TICKET013002,CUST081400,Incorrect Charges,2025-04-08,9
TICKET013003,CUST082452,KYC Verification Delay,2025-03-31,7
TICKET013004,CUST030812,Loan Application Rejected,2024-09-30,1
TICKET013005,CUST073266,Loan Application Rejected,2024-11-28,5
TICKET013006,CUST036149,Account Locked,2025-03-18,6
TICKET013007,CUST037731,Poor Customer Service,2024-08-11,6
TICKET013008,CUST042315,Loan Application Rejected,2025-03-09,10
TICKET013009,CUST056332,Incorrect Charges,2024-10-29,2
TICKET013010,CUST006147,Card Not Working,2024-07-18,1
TICKET013011,CUST098600,Account Locked,2025-04-17,10
TICKET013012,CUST084842,Unauthorized Transaction,2025-04-06,2
TICKET013013,CUST039659,Poor Customer Service,2024-07-20,8
TICKET013014,CUST011671,Account Locked,2025-01-16,2
TICKET013015,CUST093102,Mobile App Issues,2024-08-21,10
TICKET013016,CUST013665,KYC Verification Delay,2025-03-21,1
TICKET013017,CUST075794,ATM Withdrawal Failed,2024-11-25,6
TICKET013018,CUST084839,KYC Verification Delay,2024-06-21,2
TICKET013019,CUST068362,Unauthorized Transaction,2025-01-01,7
TICKET013020,CUST081064,Loan Application Rejected,2024-10-04,0
TICKET013021,CUST090223,Loan Application Rejected,2025-04-23,9
TICKET013022,CUST007841,Unauthorized Transaction,2024-07-25,2
TICKET013023,CUST038387,Delayed Refund,2024-09-30,9
TICKET013024,CUST036811,Mobile App Issues,2025-04-22,9
TICKET013025,CUST061337,Incorrect Charges,2025-03-20,6
TICKET013026,CUST004004,ATM Withdrawal Failed,2025-02-01,4
TICKET013027,CUST072893,Loan Application Rejected,2024-09-21,4
TICKET013028,CUST018341,Loan Application Rejected,2025-01-15,1
TICKET013029,CUST073527,KYC Verification Delay,2024-12-03,7
TICKET013030,CUST066778,Card Not Working,2024-05-01,10
TICKET013031,CUST024108,Delayed Refund,2025-04-23,6
TICKET013032,CUST002051,Delayed Refund,2025-04-08,9
TICKET013033,CUST052459,Unauthorized Transaction,2025-04-13,5
TICKET013034,CUST068594,Card Not Working,2024-09-22,9
TICKET013035,CUST026956,Mobile App Issues,2024-06-29,7
TICKET013036,CUST083938,KYC Verification Delay,2024-04-28,5
TICKET013037,CUST035493,Incorrect Charges,2024-07-02,5
TICKET013038,CUST000070,Loan Application Rejected,2025-02-13,6
TICKET013039,CUST076748,Card Not Working,2024-09-20,5
TICKET013040,CUST047722,Incorrect Charges,2024-10-31,5
TICKET013041,CUST037566,Unauthorized Transaction,2024-06-11,6
TICKET013042,CUST036917,Incorrect Charges,2025-02-24,7
TICKET013043,CUST067356,Card Not Working,2025-02-28,4
TICKET013044,CUST081560,ATM Withdrawal Failed,2024-08-23,2
TICKET013045,CUST093613,Card Not Working,2024-10-05,6
TICKET013046,CUST003942,ATM Withdrawal Failed,2024-05-18,5
TICKET013047,CUST084288,KYC Verification Delay,2025-02-09,4
TICKET013048,CUST022696,Unauthorized Transaction,2025-03-12,3
TICKET013049,CUST078661,KYC Verification Delay,2024-08-17,2
TICKET013050,CUST067749,Loan Application Rejected,2025-02-27,9
TICKET013051,CUST026387,Loan Application Rejected,2024-09-09,5
TICKET013052,CUST099096,Mobile App Issues,2024-05-04,7
TICKET013053,CUST074186,Account Locked,2024-11-25,0
TICKET013054,CUST071089,Card Not Working,2025-02-12,9
TICKET013055,CUST043106,KYC Verification Delay,2024-06-11,0
TICKET013056,CUST067291,Loan Application Rejected,2024-07-08,1
TICKET013057,CUST082608,Unauthorized Transaction,2024-11-10,8
TICKET013058,CUST076764,Account Locked,2024-09-09,9
TICKET013059,CUST070995,Incorrect Charges,2024-12-04,1
TICKET013060,CUST035958,ATM Withdrawal Failed,2024-07-20,9
TICKET013061,CUST048433,Delayed Refund,2024-06-25,9
TICKET013062,CUST084340,Incorrect Charges,2024-09-06,0
TICKET013063,CUST073286,Account Locked,2024-08-17,2
TICKET013064,CUST005626,Delayed Refund,2024-05-07,0
TICKET013065,CUST033417,Mobile App Issues,2024-05-05,5
TICKET013066,CUST033012,Mobile App Issues,2024-05-04,9
TICKET013067,CUST039866,Incorrect Charges,2024-10-11,3
TICKET013068,CUST071584,Unauthorized Transaction,2024-06-25,1
TICKET013069,CUST038831,KYC Verification Delay,2024-12-29,5
TICKET013070,CUST091071,Delayed Refund,2024-07-17,7
TICKET013071,CUST054170,Delayed Refund,2024-06-04,0
TICKET013072,CUST045165,ATM Withdrawal Failed,2024-07-01,0
TICKET013073,CUST086136,Delayed Refund,2024-08-19,3
TICKET013074,CUST011469,Loan Application Rejected,2024-06-29,10
TICKET013075,CUST081718,Account Locked,2025-02-07,0
TICKET013076,CUST099478,KYC Verification Delay,2024-12-14,6
TICKET013077,CUST068422,KYC Verification Delay,2025-04-14,5
TICKET013078,CUST042455,Loan Application Rejected,2024-11-10,3
TICKET013079,CUST096455,Mobile App Issues,2024-08-02,1
TICKET013080,CUST001412,Mobile App Issues,2024-11-02,10
TICKET013081,CUST024498,Loan Application Rejected,2024-09-30,10
TICKET013082,CUST022859,Account Locked,2024-05-01,2
TICKET013083,CUST060656,Loan Application Rejected,2024-06-10,9
TICKET013084,CUST060238,Account Locked,2024-12-16,9
TICKET013085,CUST056109,Mobile App Issues,2024-08-17,3
TICKET013086,CUST025545,KYC Verification Delay,2024-06-16,9
TICKET013087,CUST058531,Incorrect Charges,2025-01-16,0
TICKET013088,CUST070947,Account Locked,2025-02-01,2
TICKET013089,CUST028917,ATM Withdrawal Failed,2024-08-24,10
TICKET013090,CUST081420,KYC Verification Delay,2024-06-29,9
TICKET013091,CUST017292,Loan Application Rejected,2024-11-27,5
TICKET013092,CUST027809,Unauthorized Transaction,2024-11-03,10
TICKET013093,CUST009855,Loan Application Rejected,2024-07-23,4
TICKET013094,CUST017716,Incorrect Charges,2025-03-06,7
TICKET013095,CUST032119,Loan Application Rejected,2025-03-12,9
TICKET013096,CUST002938,Mobile App Issues,2024-07-29,8
TICKET013097,CUST046809,Delayed Refund,2025-02-28,9
TICKET013098,CUST043271,ATM Withdrawal Failed,2025-04-14,3
TICKET013099,CUST024162,ATM Withdrawal Failed,2025-03-26,8
TICKET013100,CUST082802,Unauthorized Transaction,2024-05-22,7
TICKET013101,CUST044056,KYC Verification Delay,2024-07-20,6
TICKET013102,CUST012718,Card Not Working,2024-06-18,4
TICKET013103,CUST018258,ATM Withdrawal Failed,2025-01-01,0
TICKET013104,CUST094217,Loan Application Rejected,2024-06-16,6
TICKET013105,CUST086120,Unauthorized Transaction,2024-12-04,0
TICKET013106,CUST006259,ATM Withdrawal Failed,2024-12-31,5
TICKET013107,CUST062457,KYC Verification Delay,2025-01-25,5
TICKET013108,CUST096752,Delayed Refund,2024-10-30,7
TICKET013109,CUST036176,Unauthorized Transaction,2024-06-03,10
TICKET013110,CUST037239,KYC Verification Delay,2024-09-05,10
TICKET013111,CUST096322,Incorrect Charges,2025-03-25,4
TICKET013112,CUST013283,ATM Withdrawal Failed,2025-01-21,0
TICKET013113,CUST073674,Unauthorized Transaction,2025-01-21,7
TICKET013114,CUST045337,Unauthorized Transaction,2025-03-24,2
TICKET013115,CUST050308,Incorrect Charges,2024-08-09,7
TICKET013116,CUST087734,Delayed Refund,2024-11-26,0
TICKET013117,CUST008778,Delayed Refund,2025-02-03,5
TICKET013118,CUST040780,Unauthorized Transaction,2024-10-16,3
TICKET013119,CUST050499,Unauthorized Transaction,2024-07-06,9
TICKET013120,CUST037888,KYC Verification Delay,2025-03-16,10
TICKET013121,CUST025799,Unauthorized Transaction,2024-08-14,8
TICKET013122,CUST014170,Incorrect Charges,2024-04-23,3
TICKET013123,CUST068900,Delayed Refund,2024-10-13,5
TICKET013124,CUST090394,Unauthorized Transaction,2024-06-28,9
TICKET013125,CUST002813,ATM Withdrawal Failed,2025-01-22,1
TICKET013126,CUST015326,KYC Verification Delay,2025-03-31,2
TICKET013127,CUST060301,Mobile App Issues,2024-11-10,9
TICKET013128,CUST059562,Incorrect Charges,2024-07-06,9
TICKET013129,CUST011928,Incorrect Charges,2024-10-13,8
TICKET013130,CUST031332,Poor Customer Service,2025-01-07,4
TICKET013131,CUST077975,Card Not Working,2025-01-01,9
TICKET013132,CUST042903,Poor Customer Service,2024-09-23,10
TICKET013133,CUST089204,Card Not Working,2024-08-31,6
TICKET013134,CUST097381,Incorrect Charges,2024-08-05,10
TICKET013135,CUST018553,Unauthorized Transaction,2025-04-10,6
TICKET013136,CUST034883,Loan Application Rejected,2024-06-05,8
TICKET013137,CUST092806,Delayed Refund,2025-03-06,2
TICKET013138,CUST016087,Loan Application Rejected,2025-03-12,6
TICKET013139,CUST087281,Mobile App Issues,2024-07-12,2
TICKET013140,CUST023915,Unauthorized Transaction,2024-06-14,4
TICKET013141,CUST076555,Poor Customer Service,2024-08-25,0
TICKET013142,CUST059218,Incorrect Charges,2025-04-21,3
TICKET013143,CUST054487,KYC Verification Delay,2024-08-18,6
TICKET013144,CUST028228,Delayed Refund,2025-04-03,7
TICKET013145,CUST040275,Mobile App Issues,2025-01-10,1
TICKET013146,CUST001153,Account Locked,2024-05-04,8
TICKET013147,CUST077355,Card Not Working,2025-03-24,8
TICKET013148,CUST017791,Mobile App Issues,2025-03-19,2
TICKET013149,CUST097271,Account Locked,2024-11-22,2
TICKET013150,CUST035536,Account Locked,2024-11-04,9
TICKET013151,CUST015526,Delayed Refund,2024-12-01,8
TICKET013152,CUST059237,Loan Application Rejected,2024-11-26,7
TICKET013153,CUST003911,Mobile App Issues,2024-11-09,4
TICKET013154,CUST011949,Delayed Refund,2024-12-24,3
TICKET013155,CUST050268,Unauthorized Transaction,2024-10-17,2
TICKET013156,CUST016892,Loan Application Rejected,2024-11-27,2
TICKET013157,CUST063962,Poor Customer Service,2025-01-30,7
TICKET013158,CUST077985,Loan Application Rejected,2024-07-14,9
TICKET013159,CUST072975,Account Locked,2024-07-18,3
TICKET013160,CUST001847,Card Not Working,2024-10-20,2
TICKET013161,CUST013931,Poor Customer Service,2024-11-30,4
TICKET013162,CUST017428,Incorrect Charges,2024-12-26,9
TICKET013163,CUST087008,Unauthorized Transaction,2024-09-09,2
TICKET013164,CUST060722,Account Locked,2025-03-23,2
TICKET013165,CUST012202,Mobile App Issues,2024-07-27,2
TICKET013166,CUST031465,Unauthorized Transaction,2024-10-15,1
TICKET013167,CUST062424,Delayed Refund,2024-07-04,0
TICKET013168,CUST089986,ATM Withdrawal Failed,2024-10-16,4
TICKET013169,CUST061386,KYC Verification Delay,2025-02-18,8
TICKET013170,CUST066288,Mobile App Issues,2025-04-21,8
TICKET013171,CUST011212,Loan Application Rejected,2024-12-11,7
TICKET013172,CUST004242,ATM Withdrawal Failed,2024-08-21,10
TICKET013173,CUST019023,Loan Application Rejected,2024-05-08,0
TICKET013174,CUST073748,Loan Application Rejected,2024-11-15,1
TICKET013175,CUST025740,Unauthorized Transaction,2025-01-08,3
TICKET013176,CUST074413,KYC Verification Delay,2025-03-21,6
TICKET013177,CUST059354,Account Locked,2024-12-16,0
TICKET013178,CUST072316,Mobile App Issues,2025-03-05,7
TICKET013179,CUST020671,Loan Application Rejected,2024-05-20,6
TICKET013180,CUST030703,Unauthorized Transaction,2024-08-14,1
TICKET013181,CUST036070,Incorrect Charges,2024-06-18,1
TICKET013182,CUST017650,ATM Withdrawal Failed,2024-06-15,10
TICKET013183,CUST088740,Poor Customer Service,2024-06-13,0
TICKET013184,CUST045226,Card Not Working,2024-07-25,8
TICKET013185,CUST037695,Unauthorized Transaction,2025-04-12,10
TICKET013186,CUST054291,Unauthorized Transaction,2024-12-29,3
TICKET013187,CUST078105,Incorrect Charges,2024-08-23,9
TICKET013188,CUST090818,Loan Application Rejected,2024-07-31,9
TICKET013189,CUST060311,Delayed Refund,2024-12-09,6
TICKET013190,CUST079232,Loan Application Rejected,2024-07-14,8
TICKET013191,CUST083111,Loan Application Rejected,2024-10-08,4
TICKET013192,CUST094874,ATM Withdrawal Failed,2024-12-12,8
TICKET013193,CUST063793,Unauthorized Transaction,2025-01-29,6
TICKET013194,CUST090274,Unauthorized Transaction,2025-01-01,0
TICKET013195,CUST015078,ATM Withdrawal Failed,2024-06-13,1
TICKET013196,CUST008390,Loan Application Rejected,2024-04-23,8
TICKET013197,CUST065010,Account Locked,2024-07-18,5
TICKET013198,CUST014941,Poor Customer Service,2025-04-03,1
TICKET013199,CUST053343,Card Not Working,2025-04-02,3
TICKET013200,CUST053557,Delayed Refund,2024-07-18,5
TICKET013201,CUST021330,Card Not Working,2024-07-29,6
TICKET013202,CUST058496,Mobile App Issues,2025-02-06,6
TICKET013203,CUST097206,Mobile App Issues,2024-12-20,10
TICKET013204,CUST055122,Card Not Working,2024-05-01,0
TICKET013205,CUST071174,Card Not Working,2024-07-21,7
TICKET013206,CUST012756,Account Locked,2025-01-14,5
TICKET013207,CUST036532,Loan Application Rejected,2025-01-20,8
TICKET013208,CUST013736,ATM Withdrawal Failed,2024-09-29,6
TICKET013209,CUST056401,Unauthorized Transaction,2024-08-23,10
TICKET013210,CUST025701,Mobile App Issues,2024-10-10,1
TICKET013211,CUST071526,Unauthorized Transaction,2024-12-01,4
TICKET013212,CUST057191,Card Not Working,2024-11-29,3
TICKET013213,CUST065318,Unauthorized Transaction,2025-02-10,10
TICKET013214,CUST058446,Account Locked,2025-03-25,7
TICKET013215,CUST026669,Delayed Refund,2024-10-03,6
TICKET013216,CUST092085,KYC Verification Delay,2025-01-14,7
TICKET013217,CUST042299,Card Not Working,2024-11-28,0
TICKET013218,CUST065569,Delayed Refund,2024-12-11,6
TICKET013219,CUST000863,Account Locked,2024-10-20,6
TICKET013220,CUST020986,KYC Verification Delay,2024-06-04,1
TICKET013221,CUST093813,ATM Withdrawal Failed,2025-03-21,5
TICKET013222,CUST036785,Account Locked,2024-09-27,3
TICKET013223,CUST057393,Incorrect Charges,2025-01-02,10
TICKET013224,CUST069798,Loan Application Rejected,2024-12-24,4
TICKET013225,CUST011095,Unauthorized Transaction,2024-06-20,7
TICKET013226,CUST015687,Loan Application Rejected,2024-10-08,9
TICKET013227,CUST064336,Loan Application Rejected,2024-09-13,6
TICKET013228,CUST075584,Incorrect Charges,2024-06-17,4
TICKET013229,CUST071120,Delayed Refund,2024-11-27,2
TICKET013230,CUST037922,Unauthorized Transaction,2024-08-31,5
TICKET013231,CUST038510,ATM Withdrawal Failed,2024-05-25,4
TICKET013232,CUST079600,Mobile App Issues,2024-11-22,10
TICKET013233,CUST067498,Account Locked,2025-02-27,7
TICKET013234,CUST009381,Card Not Working,2025-04-09,2
TICKET013235,CUST034609,Poor Customer Service,2025-01-30,9
TICKET013236,CUST064716,Mobile App Issues,2024-12-26,10
TICKET013237,CUST072597,Delayed Refund,2025-03-11,7
TICKET013238,CUST093884,Mobile App Issues,2025-01-17,4
TICKET013239,CUST077073,Incorrect Charges,2024-08-19,4
TICKET013240,CUST072228,ATM Withdrawal Failed,2024-10-04,8
TICKET013241,CUST034146,Card Not Working,2024-06-04,5
TICKET013242,CUST011683,Account Locked,2024-06-24,9
