sender,receiver,transaction_amount,transaction_date
CUST077771,CUST046716,8,2024-07-29
CUST077772,CUST059062,39,2024-12-30
CUST077773,CUST083878,45,2024-11-02
CUST077774,CUST059004,8,2024-08-17
CUST077775,CUST019473,38,2024-10-03
CUST077776,CUST092191,84,2024-07-01
CUST077777,CUST060289,53,2024-11-11
CUST077778,CUST062598,34,2024-05-16
CUST077779,CUST070726,31,2025-03-29
CUST077780,CUST067364,61,2025-04-23
CUST077781,CUST043400,17,2024-08-16
CUST077782,CUST025693,45,2024-11-09
CUST077783,CUST067542,15,2025-02-19
CUST077784,CUST094232,77,2025-02-17
CUST077785,CUST006591,77,2024-10-09
CUST077786,CUST098472,68,2024-08-06
CUST077787,CUST080642,83,2025-03-22
CUST077788,CUST079124,33,2025-03-12
CUST077789,CUST075729,82,2024-07-15
CUST077790,CUST074017,93,2024-05-26
CUST077791,CUST082958,31,2024-08-09
CUST077792,CUST062944,83,2024-10-10
CUST077793,CUST092598,45,2024-12-24
CUST077794,CUST071735,30,2024-06-07
CUST077795,CUST077093,56,2024-09-08
CUST077796,CUST086744,77,2024-09-11
CUST077797,CUST075860,64,2025-03-05
CUST077798,CUST003974,13,2024-05-12
CUST077799,CUST042145,59,2024-08-09
CUST077800,CUST078720,53,2024-11-22
CUST077801,CUST043314,94,2024-05-25
CUST077802,CUST030172,53,2024-10-10
CUST077803,CUST058827,67,2024-11-25
CUST077804,CUST077396,14,2025-03-01
CUST077805,CUST045766,67,2024-07-10
CUST077806,CUST098504,21,2024-09-28
CUST077807,CUST016339,60,2024-05-19
CUST077808,CUST024911,46,2024-06-06
CUST077809,CUST019798,49,2024-07-21
CUST077810,CUST016563,7,2025-02-20
CUST077811,CUST025026,76,2024-07-16
CUST077812,CUST067261,39,2024-10-09
CUST077813,CUST099484,89,2024-11-25
CUST077814,CUST021220,82,2024-10-04
CUST077815,CUST017252,80,2024-12-20
CUST077816,CUST099282,87,2024-06-21
CUST077817,CUST098299,44,2024-12-24
CUST077818,CUST013523,78,2024-10-26
CUST077819,CUST020025,50,2025-01-16
CUST077820,CUST041626,94,2025-03-07
CUST077821,CUST043033,57,2025-01-12
CUST077822,CUST076252,34,2024-09-21
CUST077823,CUST037066,57,2024-07-07
CUST077824,CUST008039,3,2025-03-01
CUST077825,CUST062050,74,2024-11-26
CUST077826,CUST006733,84,2025-03-07
CUST077827,CUST061877,16,2024-05-12
CUST077828,CUST069087,58,2024-07-22
CUST077829,CUST089457,89,2024-08-20
CUST077830,CUST019835,19,2024-10-12
CUST077831,CUST059503,31,2024-06-06
CUST077832,CUST056526,87,2025-01-06
CUST077833,CUST055463,71,2025-02-22
CUST077834,CUST043443,71,2025-01-04
CUST077835,CUST045034,26,2024-10-13
CUST077836,CUST050112,12,2024-11-28
CUST077837,CUST064089,61,2025-01-17
CUST077838,CUST021515,83,2025-04-08
CUST077839,CUST058751,7,2024-06-05
CUST077840,CUST053757,1,2024-07-06
CUST077841,CUST041524,18,2024-07-16
CUST077842,CUST041207,27,2025-03-03
CUST077843,CUST051781,56,2024-05-20
CUST077844,CUST046599,59,2024-07-06
CUST077845,CUST016258,59,2025-04-07
CUST077846,CUST062311,73,2025-01-10
CUST077847,CUST024981,8,2024-08-13
CUST077848,CUST047685,62,2024-12-04
CUST077849,CUST051547,92,2025-02-20
CUST077850,CUST054111,82,2024-05-16
CUST077851,CUST022902,95,2024-07-23
CUST077852,CUST083148,33,2024-08-19
CUST077853,CUST074361,79,2024-10-13
CUST077854,CUST006436,84,2025-03-30
CUST077855,CUST088341,49,2025-02-21
CUST077856,CUST045310,32,2025-01-24
CUST077857,CUST038911,30,2024-11-06
CUST077858,CUST074387,66,2024-08-19
CUST077859,CUST059395,31,2024-12-14
CUST077860,CUST095420,28,2024-05-12
CUST077861,CUST089425,45,2024-08-24
CUST077862,CUST027998,71,2024-09-17
CUST077863,CUST050276,74,2025-02-02
CUST077864,CUST012745,93,2024-09-02
CUST077865,CUST031138,4,2025-01-02
CUST077866,CUST009076,47,2024-08-10
CUST077867,CUST041657,42,2025-01-07
CUST077868,CUST078153,10,2025-01-22
CUST077869,CUST013618,56,2024-12-10
CUST077870,CUST074443,18,2025-03-22
CUST077871,CUST055443,23,2024-11-20
CUST077872,CUST095281,9,2024-09-23
CUST077873,CUST063355,5,2024-07-10
CUST077874,CUST096918,8,2024-08-27
CUST077875,CUST056177,29,2024-04-30
CUST077876,CUST062191,18,2024-11-29
CUST077877,CUST075472,59,2025-03-07
CUST077878,CUST015879,53,2025-03-10
CUST077879,CUST076407,24,2024-08-11
CUST077880,CUST058805,46,2024-08-16
CUST077881,CUST088607,33,2024-05-25
CUST077882,CUST049028,79,2024-10-14
CUST077883,CUST094557,35,2024-05-29
CUST077884,CUST065502,66,2024-11-15
CUST077885,CUST070937,95,2024-05-05
CUST077886,CUST025377,67,2024-06-21
CUST077887,CUST098911,75,2025-03-26
CUST077888,CUST094552,33,2024-09-30
CUST077889,CUST042878,27,2024-11-26
CUST077890,CUST068646,82,2024-12-01
CUST077891,CUST082286,3,2024-12-09
CUST077892,CUST045437,13,2024-07-22
CUST077893,CUST097406,95,2024-07-10
CUST077894,CUST063236,84,2024-12-08
CUST077895,CUST004042,47,2024-06-29
CUST077896,CUST009177,89,2024-12-11
CUST077897,CUST050277,36,2025-01-16
CUST077898,CUST040765,10,2024-09-02
CUST077899,CUST080065,57,2025-02-11
CUST077900,CUST030030,5,2025-01-30
CUST077901,CUST069181,35,2025-02-12
CUST077902,CUST069761,32,2024-07-19
CUST077903,CUST097286,43,2025-04-16
CUST077904,CUST028647,64,2024-07-11
CUST077905,CUST067563,3,2025-01-13
CUST077906,CUST032202,60,2024-12-09
CUST077907,CUST065557,60,2025-04-03
CUST077908,CUST015555,68,2025-01-10
CUST077909,CUST047955,57,2024-09-07
CUST077910,CUST057372,55,2024-11-06
CUST077911,CUST076226,25,2024-11-01
CUST077912,CUST070555,63,2024-11-23
CUST077913,CUST088992,31,2025-02-21
CUST077914,CUST045708,42,2025-04-09
CUST077915,CUST062273,4,2024-07-24
CUST077916,CUST034222,2,2024-06-06
CUST077917,CUST010664,21,2024-10-07
CUST077918,CUST021641,96,2024-08-31
CUST077919,CUST010322,41,2025-04-09
CUST077920,CUST022846,93,2025-03-16
CUST077921,CUST092525,22,2024-05-09
CUST077922,CUST061840,30,2024-07-05
CUST077923,CUST022371,79,2025-04-14
CUST077924,CUST031076,69,2025-02-22
CUST077925,CUST033704,78,2025-03-26
CUST077926,CUST008427,42,2025-04-02
CUST077927,CUST029311,18,2025-03-28
CUST077928,CUST008531,37,2025-02-07
CUST077929,CUST036294,45,2025-01-18
CUST077930,CUST026079,63,2025-01-08
CUST077931,CUST005979,17,2024-12-13
CUST077932,CUST064771,49,2024-12-23
CUST077933,CUST089728,90,2025-04-19
CUST077934,CUST060469,85,2024-07-18
CUST077935,CUST011876,47,2025-02-18
CUST077936,CUST076219,71,2024-10-24
CUST077937,CUST078244,41,2024-11-23
CUST077938,CUST082626,9,2025-04-01
CUST077939,CUST004848,86,2024-08-27
CUST077940,CUST086265,25,2024-11-20
CUST077941,CUST010533,43,2024-08-20
CUST077942,CUST045263,4,2025-01-07
CUST077943,CUST009317,95,2025-01-26
CUST077944,CUST038103,35,2024-11-04
CUST077945,CUST023852,43,2024-08-14
CUST077946,CUST009792,84,2025-01-28
CUST077947,CUST065775,33,2024-12-28
CUST077948,CUST091260,71,2024-10-15
CUST077949,CUST012806,19,2024-06-12
CUST077950,CUST015073,90,2024-06-18
CUST077951,CUST086165,60,2024-10-18
CUST077952,CUST084025,35,2024-10-11
CUST077953,CUST075932,30,2024-07-04
CUST077954,CUST020053,11,2025-04-10
CUST077955,CUST004632,50,2025-03-13
CUST077956,CUST084083,92,2024-11-17
CUST077957,CUST014940,43,2024-07-04
CUST077958,CUST006475,23,2024-06-26
CUST077959,CUST093730,14,2025-02-14
CUST077960,CUST084854,78,2024-12-26
CUST077961,CUST035877,64,2024-08-27
CUST077962,CUST063785,1,2025-01-27
CUST077963,CUST033233,15,2025-01-31
CUST077964,CUST010227,53,2024-04-29
CUST077965,CUST054493,55,2024-10-09
CUST077966,CUST092898,14,2025-03-28
CUST077967,CUST035689,96,2024-09-13
CUST077968,CUST049963,95,2024-09-08
CUST077969,CUST005910,5,2025-03-05
CUST077970,CUST022363,82,2024-08-25
CUST077971,CUST006630,56,2024-10-06
CUST077972,CUST016783,34,2024-07-03
CUST077973,CUST056853,1,2024-11-19
CUST077974,CUST066612,68,2024-12-15
CUST077975,CUST073135,37,2025-01-13
CUST077976,CUST031634,54,2025-03-22
CUST077977,CUST083783,8,2024-10-12
CUST077978,CUST093392,31,2024-07-19
CUST077979,CUST021923,43,2025-03-31
CUST077980,CUST079308,94,2025-04-19
CUST077981,CUST084487,4,2024-11-03
CUST077982,CUST011433,90,2025-01-06
CUST077983,CUST050826,55,2024-05-22
CUST077984,CUST092862,43,2024-12-08
CUST077985,CUST026561,95,2024-07-27
CUST077986,CUST020538,76,2024-06-05
CUST077987,CUST028344,97,2024-07-17
CUST077988,CUST016126,69,2024-06-29
CUST077989,CUST066194,41,2024-09-29
CUST077990,CUST064961,91,2025-01-23
CUST077991,CUST052409,85,2025-02-26
CUST077992,CUST085975,51,2024-06-04
CUST077993,CUST026087,75,2024-12-21
CUST077994,CUST031185,58,2024-04-30
CUST077995,CUST055486,97,2025-03-25
CUST077996,CUST009578,61,2024-09-08
CUST077997,CUST031086,79,2024-05-26
CUST077998,CUST096449,82,2024-08-11
CUST077999,CUST066308,73,2025-03-07
CUST078000,CUST097267,93,2024-05-12
CUST078001,CUST018959,13,2025-04-22
CUST078002,CUST051349,1,2024-12-10
CUST078003,CUST063637,49,2024-11-29
CUST078004,CUST063739,25,2025-01-29
CUST078005,CUST047539,98,2024-09-07
CUST078006,CUST040702,13,2024-08-18
CUST078007,CUST039126,65,2025-04-10
CUST078008,CUST086636,73,2025-01-07
CUST078009,CUST083918,12,2025-01-04
CUST078010,CUST034851,47,2024-09-09
CUST078011,CUST027005,92,2025-01-21
CUST078012,CUST008964,46,2025-01-11
CUST078013,CUST039132,13,2024-10-18
CUST078014,CUST066700,41,2025-03-12
CUST078015,CUST072478,81,2024-12-17
CUST078016,CUST088329,97,2024-07-11
CUST078017,CUST070419,43,2024-09-29
CUST078018,CUST081822,81,2024-08-12
CUST078019,CUST070593,44,2024-10-15
CUST078020,CUST003694,17,2024-07-12
CUST078021,CUST087597,83,2024-06-30
CUST078022,CUST093463,77,2024-08-20
CUST078023,CUST092492,98,2024-12-02
CUST078024,CUST066309,20,2025-03-28
CUST078025,CUST000724,44,2024-08-11
CUST078026,CUST017603,83,2024-08-08
CUST078027,CUST029303,47,2025-04-01
CUST078028,CUST013355,69,2024-07-03
CUST078029,CUST029652,24,2024-06-22
CUST078030,CUST046376,96,2024-08-06
CUST078031,CUST063925,8,2024-05-14
CUST078032,CUST098235,8,2025-01-27
CUST078033,CUST009924,92,2024-04-26
CUST078034,CUST075381,49,2025-04-06
CUST078035,CUST046756,56,2024-04-28
CUST078036,CUST073512,21,2024-07-18
CUST078037,CUST091014,24,2025-03-11
CUST078038,CUST076925,97,2025-01-01
CUST078039,CUST095729,98,2024-12-07
CUST078040,CUST073573,98,2025-04-12
CUST078041,CUST013089,83,2025-01-22
CUST078042,CUST057515,74,2024-07-15
CUST078043,CUST061750,33,2024-12-02
CUST078044,CUST040649,53,2024-05-01
CUST078045,CUST023507,86,2024-08-03
CUST078046,CUST002400,70,2025-04-01
CUST078047,CUST086876,72,2025-04-13
CUST078048,CUST032092,39,2025-02-01
CUST078049,CUST094076,74,2024-11-22
CUST078050,CUST017759,25,2024-09-05
CUST078051,CUST058340,93,2024-11-26
CUST078052,CUST031914,14,2024-11-07
CUST078053,CUST077025,93,2024-05-30
CUST078054,CUST099050,100,2024-12-30
CUST078055,CUST059154,73,2024-04-24
CUST078056,CUST096477,35,2025-04-13
CUST078057,CUST087405,82,2024-10-26
CUST078058,CUST096369,74,2024-04-27
CUST078059,CUST091606,24,2024-11-16
CUST078060,CUST085441,99,2025-04-06
CUST078061,CUST031792,36,2024-12-04
CUST078062,CUST085343,30,2024-05-15
CUST078063,CUST035924,25,2024-11-05
CUST078064,CUST051876,5,2025-04-01
CUST078065,CUST026577,79,2024-12-06
CUST078066,CUST053421,6,2024-10-01
CUST078067,CUST071562,95,2024-12-20
CUST078068,CUST071598,9,2025-04-12
CUST078069,CUST004241,65,2024-05-10
CUST078070,CUST014881,9,2025-02-02
CUST078071,CUST026945,26,2024-05-25
CUST078072,CUST099476,15,2024-05-06
CUST078073,CUST092866,24,2025-03-27
CUST078074,CUST055422,6,2024-08-23
CUST078075,CUST076688,48,2024-06-12
CUST078076,CUST032713,61,2025-03-05
CUST078077,CUST091777,7,2024-12-23
CUST078078,CUST068259,15,2025-04-09
CUST078079,CUST024018,27,2024-10-11
CUST078080,CUST060545,86,2024-04-25
CUST078081,CUST074411,10,2025-03-28
CUST078082,CUST028485,47,2024-10-19
CUST078083,CUST017894,98,2024-07-21
CUST078084,CUST040704,12,2024-07-09
CUST078085,CUST035032,27,2024-05-19
CUST078086,CUST039655,65,2024-12-10
CUST078087,CUST002285,57,2024-08-10
CUST078088,CUST043104,28,2025-02-25
CUST078089,CUST081079,51,2024-10-07
CUST078090,CUST019344,10,2024-05-19
CUST078091,CUST036035,10,2024-06-20
CUST078092,CUST091386,31,2024-09-25
CUST078093,CUST052671,96,2024-12-14
CUST078094,CUST006216,48,2024-09-17
CUST078095,CUST018400,48,2025-01-21
CUST078096,CUST041878,10,2024-09-17
CUST078097,CUST009144,26,2024-05-06
CUST078098,CUST063540,54,2024-12-20
CUST078099,CUST024048,21,2024-10-28
CUST078100,CUST093137,30,2024-12-07
CUST078101,CUST073883,24,2024-09-05
CUST078102,CUST061760,46,2024-07-12
CUST078103,CUST057645,28,2025-04-14
CUST078104,CUST057539,74,2024-08-21
CUST078105,CUST097306,51,2024-12-31
CUST078106,CUST048355,94,2025-03-07
CUST078107,CUST007565,52,2024-10-29
CUST078108,CUST090845,36,2025-03-07
CUST078109,CUST013134,3,2024-12-24
CUST078110,CUST064286,54,2024-11-20
CUST078111,CUST003045,61,2024-08-24
CUST078112,CUST096509,90,2025-03-30
CUST078113,CUST099756,2,2024-12-23
CUST078114,CUST007088,60,2024-06-28
CUST078115,CUST034057,3,2025-04-21
CUST078116,CUST019632,71,2024-05-03
CUST078117,CUST083296,20,2025-03-10
CUST078118,CUST089412,42,2024-11-17
CUST078119,CUST020358,77,2025-02-04
CUST078120,CUST070131,22,2024-11-01
CUST078121,CUST027841,34,2024-09-06
CUST078122,CUST047961,55,2025-04-09
CUST078123,CUST001000,71,2024-09-04
CUST078124,CUST096742,8,2024-11-17
CUST078125,CUST006339,20,2024-08-29
CUST078126,CUST083963,37,2024-05-24
CUST078127,CUST033813,69,2024-10-09
CUST078128,CUST093518,18,2025-04-21
CUST078129,CUST004894,22,2024-07-24
CUST078130,CUST087609,33,2025-04-01
CUST078131,CUST009271,33,2025-03-30
CUST078132,CUST013314,13,2024-10-16
CUST078133,CUST053552,16,2024-07-15
CUST078134,CUST026134,68,2025-01-02
CUST078135,CUST070797,34,2024-10-29
CUST078136,CUST068464,55,2024-08-08
CUST078137,CUST001835,4,2024-12-19
CUST078138,CUST040523,80,2024-11-04
CUST078139,CUST029680,6,2025-03-20
CUST078140,CUST014922,20,2024-10-10
CUST078141,CUST020785,97,2024-11-07
CUST078142,CUST052972,87,2025-02-07
CUST078143,CUST013477,59,2024-05-03
CUST078144,CUST072921,4,2024-11-29
CUST078145,CUST046444,16,2025-02-14
CUST078146,CUST081699,35,2025-01-07
CUST078147,CUST031251,38,2024-08-31
CUST078148,CUST004380,26,2024-06-20
CUST078149,CUST043004,12,2024-05-06
CUST078150,CUST056682,64,2025-01-10
CUST078151,CUST056688,93,2024-12-17
CUST078152,CUST057785,44,2025-02-15
CUST078153,CUST069491,73,2025-04-06
CUST078154,CUST058813,59,2025-03-20
CUST078155,CUST067499,40,2024-06-04
CUST078156,CUST085369,80,2024-07-08
CUST078157,CUST036336,58,2024-08-05
CUST078158,CUST047292,98,2025-03-26
CUST078159,CUST084815,54,2025-04-04
CUST078160,CUST077664,5,2024-07-07
CUST078161,CUST035779,21,2025-03-13
CUST078162,CUST003864,92,2024-11-18
CUST078163,CUST016074,36,2024-05-24
CUST078164,CUST077184,43,2024-07-07
CUST078165,CUST040094,66,2025-03-06
CUST078166,CUST049897,48,2025-01-16
CUST078167,CUST056545,45,2025-03-07
CUST078168,CUST066093,23,2025-03-26
CUST078169,CUST085721,45,2024-11-27
CUST078170,CUST080871,61,2025-03-03
CUST078171,CUST070262,81,2024-10-23
CUST078172,CUST067388,32,2024-12-28
CUST078173,CUST010612,31,2024-11-06
CUST078174,CUST051509,53,2024-08-05
CUST078175,CUST062823,27,2025-03-17
CUST078176,CUST015820,38,2024-11-15
CUST078177,CUST051036,55,2025-02-08
CUST078178,CUST032468,70,2024-10-14
CUST078179,CUST007455,14,2025-02-22
CUST078180,CUST081043,25,2024-11-17
CUST078181,CUST020228,70,2024-08-07
CUST078182,CUST071974,83,2024-11-12
CUST078183,CUST028705,50,2025-02-12
CUST078184,CUST013160,19,2024-11-10
CUST078185,CUST049824,93,2025-04-22
CUST078186,CUST014304,64,2025-01-19
CUST078187,CUST038861,52,2024-07-03
CUST078188,CUST074867,25,2024-10-09
CUST078189,CUST057552,99,2024-12-25
CUST078190,CUST000161,26,2024-06-06
CUST078191,CUST044322,35,2024-07-27
CUST078192,CUST081715,55,2025-01-02
CUST078193,CUST069951,42,2024-07-05
CUST078194,CUST053710,72,2025-02-01
CUST078195,CUST042946,84,2025-02-02
CUST078196,CUST084877,64,2025-02-13
CUST078197,CUST088116,55,2024-11-22
CUST078198,CUST081757,16,2024-11-03
CUST078199,CUST008244,85,2024-05-11
CUST078200,CUST043626,78,2024-11-04
CUST078201,CUST004706,1,2025-02-18
CUST078202,CUST081341,5,2024-12-17
CUST078203,CUST083665,62,2024-06-14
CUST078204,CUST016094,39,2024-12-30
CUST078205,CUST061663,68,2024-08-28
CUST078206,CUST096571,33,2024-10-20
CUST078207,CUST077439,65,2025-04-22
CUST078208,CUST037701,40,2024-07-15
CUST078209,CUST066686,89,2024-12-07
CUST078210,CUST002560,56,2024-10-25
CUST078211,CUST010370,87,2024-12-13
CUST078212,CUST060100,40,2024-05-20
CUST078213,CUST033836,55,2024-06-24
CUST078214,CUST018214,61,2024-12-06
CUST078215,CUST033691,13,2025-02-25
CUST078216,CUST023131,38,2024-10-11
CUST078217,CUST083471,6,2025-01-24
CUST078218,CUST067581,68,2024-07-03
CUST078219,CUST038582,44,2024-11-18
CUST078220,CUST094527,19,2024-12-11
CUST078221,CUST039866,13,2024-12-12
CUST078222,CUST067134,46,2025-01-28
CUST078223,CUST067858,58,2025-02-18
CUST078224,CUST054011,63,2025-01-01
CUST078225,CUST030649,67,2024-05-06
CUST078226,CUST026598,58,2024-08-19
CUST078227,CUST063512,50,2025-01-12
CUST078228,CUST034086,62,2025-02-11
CUST078229,CUST093588,37,2024-11-05
CUST078230,CUST031478,2,2025-04-14
CUST078231,CUST031658,48,2024-07-14
CUST078232,CUST052708,39,2025-01-25
CUST078233,CUST086218,20,2024-06-12
CUST078234,CUST083478,77,2025-01-06
CUST078235,CUST055457,65,2024-11-01
CUST078236,CUST093911,30,2024-07-02
CUST078237,CUST066606,83,2025-02-16
CUST078238,CUST098802,60,2025-01-19
CUST078239,CUST062902,60,2024-12-10
CUST078240,CUST065641,69,2024-06-08
CUST078241,CUST052906,43,2025-01-15
CUST078242,CUST005043,34,2024-12-04
CUST078243,CUST020420,54,2024-11-18
CUST078244,CUST051000,50,2024-12-02
CUST078245,CUST058922,3,2024-08-27
CUST078246,CUST051725,48,2024-09-01
CUST078247,CUST023350,50,2024-05-01
CUST078248,CUST031628,47,2025-02-20
CUST078249,CUST050136,25,2024-07-09
CUST078250,CUST032265,29,2024-11-06
CUST078251,CUST059405,18,2024-09-10
CUST078252,CUST004648,49,2024-08-28
CUST078253,CUST030628,48,2025-01-28
CUST078254,CUST073077,16,2024-07-21
CUST078255,CUST091612,67,2025-01-25
CUST078256,CUST049279,89,2024-11-17
CUST078257,CUST097961,86,2024-06-22
CUST078258,CUST047879,38,2024-09-03
CUST078259,CUST089311,10,2024-05-25
CUST078260,CUST013301,50,2024-11-10
CUST078261,CUST062263,37,2025-03-06
CUST078262,CUST097913,42,2025-01-29
CUST078263,CUST083535,69,2025-03-05
CUST078264,CUST076173,35,2024-05-29
CUST078265,CUST098403,65,2024-10-20
CUST078266,CUST034275,65,2024-08-25
CUST078267,CUST036244,92,2024-07-05
CUST078268,CUST029931,86,2024-05-08
CUST078269,CUST068794,61,2024-07-28
CUST078270,CUST012567,14,2024-07-28
CUST078271,CUST096949,63,2025-04-01
CUST078272,CUST014117,8,2024-05-01
CUST078273,CUST031508,63,2024-09-24
CUST078274,CUST033004,63,2024-07-19
CUST078275,CUST004754,62,2025-03-26
CUST078276,CUST069700,90,2025-01-19
CUST078277,CUST026557,50,2025-01-14
CUST078278,CUST072648,6,2024-05-14
CUST078279,CUST057310,33,2025-04-14
CUST078280,CUST009392,46,2024-11-08
CUST078281,CUST040468,21,2025-01-23
CUST078282,CUST064965,85,2024-07-29
CUST078283,CUST074345,44,2024-12-06
CUST078284,CUST075682,54,2024-10-23
CUST078285,CUST009010,34,2025-02-27
CUST078286,CUST098357,46,2024-12-06
CUST078287,CUST005387,67,2025-03-28
CUST078288,CUST078540,6,2024-10-13
CUST078289,CUST019488,73,2024-07-03
CUST078290,CUST032959,14,2024-12-26
CUST078291,CUST009911,84,2025-02-06
CUST078292,CUST040123,24,2024-10-27
CUST078293,CUST025407,13,2024-11-18
CUST078294,CUST036241,90,2024-07-31
CUST078295,CUST038042,8,2024-10-03
CUST078296,CUST084019,31,2024-08-15
CUST078297,CUST035354,11,2024-09-02
CUST078298,CUST076054,19,2024-06-30
CUST078299,CUST000451,64,2024-10-20
CUST078300,CUST014175,51,2025-02-08
CUST078301,CUST020814,20,2025-04-08
CUST078302,CUST097490,53,2025-03-08
CUST078303,CUST008957,82,2025-04-04
CUST078304,CUST062975,95,2025-03-18
CUST078305,CUST043514,69,2024-04-23
CUST078306,CUST033250,17,2025-04-07
CUST078307,CUST051560,2,2025-04-14
CUST078308,CUST015039,39,2025-01-09
CUST078309,CUST014481,14,2024-10-02
CUST078310,CUST004649,40,2025-03-27
CUST078311,CUST016460,67,2024-09-07
CUST078312,CUST016167,3,2025-04-03
CUST078313,CUST029345,88,2024-08-04
CUST078314,CUST010528,92,2024-08-07
CUST078315,CUST095381,12,2024-09-15
CUST078316,CUST066997,83,2024-11-01
CUST078317,CUST040270,95,2024-11-20
CUST078318,CUST078914,19,2024-08-30
CUST078319,CUST076977,10,2025-02-12
CUST078320,CUST062791,100,2024-07-02
CUST078321,CUST001999,9,2025-01-20
CUST078322,CUST035359,86,2024-08-08
CUST078323,CUST048072,40,2025-04-01
CUST078324,CUST024775,72,2024-12-16
CUST078325,CUST010660,75,2024-08-12
CUST078326,CUST001098,56,2025-01-03
CUST078327,CUST067678,89,2024-09-19
CUST078328,CUST056173,77,2024-06-24
CUST078329,CUST072040,39,2024-09-29
CUST078330,CUST056489,35,2024-10-29
CUST078331,CUST026885,88,2024-09-04
CUST078332,CUST044806,68,2025-03-09
CUST078333,CUST098622,56,2024-12-09
CUST078334,CUST049424,20,2024-05-04
CUST078335,CUST047312,9,2025-01-25
CUST078336,CUST083288,21,2025-03-16
CUST078337,CUST072558,8,2024-06-14
CUST078338,CUST043411,17,2025-02-16
CUST078339,CUST003312,49,2024-05-01
CUST078340,CUST075387,60,2024-08-08
CUST078341,CUST095909,72,2024-08-06
CUST078342,CUST095808,73,2024-10-02
CUST078343,CUST025019,23,2024-10-05
CUST078344,CUST008801,71,2024-11-07
CUST078345,CUST033861,15,2025-01-12
CUST078346,CUST003785,72,2024-06-03
CUST078347,CUST055765,97,2024-08-31
CUST078348,CUST032391,61,2025-01-15
CUST078349,CUST084778,32,2025-04-23
CUST078350,CUST067481,9,2024-07-22
CUST078351,CUST035640,27,2024-06-19
CUST078352,CUST074671,90,2025-03-10
CUST078353,CUST097132,71,2024-05-15
CUST078354,CUST006605,3,2024-10-09
CUST078355,CUST075186,39,2024-05-10
CUST078356,CUST091477,87,2024-04-26
CUST078357,CUST048586,80,2024-05-28
CUST078358,CUST040408,99,2024-10-07
CUST078359,CUST002139,8,2024-06-28
CUST078360,CUST074017,37,2024-10-20
CUST078361,CUST088858,71,2024-11-15
CUST078362,CUST071652,64,2024-06-05
CUST078363,CUST036113,88,2024-07-20
CUST078364,CUST023533,9,2024-09-28
CUST078365,CUST007682,85,2025-01-28
CUST078366,CUST070223,80,2025-01-05
CUST078367,CUST039468,32,2024-11-23
CUST078368,CUST051783,55,2024-10-02
CUST078369,CUST012836,78,2025-02-10
CUST078370,CUST015282,91,2024-11-24
CUST078371,CUST024299,51,2024-12-25
CUST078372,CUST082144,45,2024-10-23
CUST078373,CUST028227,52,2025-02-17
CUST078374,CUST067058,26,2024-06-08
CUST078375,CUST038817,27,2025-03-06
CUST078376,CUST037913,94,2025-01-07
CUST078377,CUST070309,80,2024-04-28
CUST078378,CUST071844,54,2024-06-06
CUST078379,CUST031011,12,2024-05-27
CUST078380,CUST077587,29,2024-08-21
CUST078381,CUST010285,45,2024-11-28
CUST078382,CUST078192,18,2024-05-01
CUST078383,CUST062675,95,2024-12-14
CUST078384,CUST000737,21,2025-04-15
CUST078385,CUST029595,98,2024-06-03
CUST078386,CUST062239,93,2025-02-09
CUST078387,CUST088899,99,2024-05-23
CUST078388,CUST099338,32,2024-12-05
CUST078389,CUST016245,4,2025-04-19
CUST078390,CUST006664,74,2025-04-15
CUST078391,CUST078882,32,2024-09-26
CUST078392,CUST084202,45,2025-01-11
CUST078393,CUST007349,4,2024-05-11
CUST078394,CUST038802,88,2024-12-23
CUST078395,CUST070156,83,2025-02-05
CUST078396,CUST064238,22,2025-02-24
CUST078397,CUST046944,44,2024-05-08
CUST078398,CUST041346,3,2024-04-24
CUST078399,CUST061364,97,2024-10-14
CUST078400,CUST054092,92,2024-06-28
CUST078401,CUST010567,17,2025-04-11
CUST078402,CUST033282,87,2024-09-09
CUST078403,CUST057371,72,2024-07-28
CUST078404,CUST079770,77,2024-04-26
CUST078405,CUST033433,26,2025-02-03
CUST078406,CUST044945,77,2024-11-05
CUST078407,CUST022209,32,2024-11-03
CUST078408,CUST039007,73,2024-05-21
CUST078409,CUST022696,41,2024-08-31
CUST078410,CUST050693,70,2024-05-23
CUST078411,CUST075484,80,2024-06-17
CUST078412,CUST077852,51,2025-02-12
CUST078413,CUST061177,37,2025-02-25
CUST078414,CUST039926,79,2025-01-19
CUST078415,CUST008500,20,2024-12-19
CUST078416,CUST044430,69,2024-10-12
CUST078417,CUST094342,6,2024-07-14
CUST078418,CUST043794,52,2024-12-19
CUST078419,CUST011557,98,2024-10-19
CUST078420,CUST000704,80,2025-02-22
CUST078421,CUST072175,57,2024-07-24
CUST078422,CUST000355,69,2024-08-19
CUST078423,CUST033315,8,2025-03-31
CUST078424,CUST014974,41,2025-04-11
CUST078425,CUST070673,7,2024-08-31
CUST078426,CUST065646,65,2024-09-12
CUST078427,CUST050651,96,2024-12-22
CUST078428,CUST063498,53,2024-07-10
CUST078429,CUST057907,46,2024-07-15
CUST078430,CUST097105,61,2025-01-03
CUST078431,CUST058932,79,2024-04-28
CUST078432,CUST056045,85,2025-01-29
CUST078433,CUST064832,11,2024-06-29
CUST078434,CUST064801,56,2024-12-25
CUST078435,CUST014945,80,2025-01-07
